severity,type,component,line,rule,message,status,effort
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/security/SensitiveDataValidatorTest.java,62,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/dryrun/DryRunObjectStorageProbe.java,32,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/sql/SqlTemplateExportSqlValidatorTest.java,22,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/OutboxPublishIntegrationTest.java,181,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/audit/infrastructure/ai/DefaultConsoleAiApplicationServiceTest.java,167,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/sql/SqlTemplateExportSqlValidatorTest.java,45,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/test/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/DispatchFileContentResolverPathTest.java,54,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/dispatcher/KafkaTaskConsumerCommitDecisionTest.java,177,java:S6213,Rename this method to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelValidator.java,848,java:S107,"Method has 10 parameters, which is greater than 7 authorized.",OPEN,20min
MAJOR,CODE_SMELL,batch-worker/import/src/test/java/io/github/pinpols/batch/worker/imports/stage/ParseStepFixedWidthAndXmlTest.java,79,java:S6126,Replace this String concatenation with Text block.,OPEN,2min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/workflow/WorkflowGraphValidator.java,566,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/dispatcher/KafkaTaskConsumer.java,495,java:S1172,"Remove this unused method parameter ""config"".",OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/config/OrchestratorKafkaConsumerConfiguration.java,104,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/audit/mapper/OperationAuditMapper.java,40,java:S107,"Method has 9 parameters, which is greater than 7 authorized.",OPEN,20min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/format/JsonFormatParser.java,73,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/preprocess/ImportPreprocessPipeline.java,293,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/notification/infrastructure/DefaultConsoleAlertApplicationService.java,66,java:S2589,"Remove this expression which always evaluates to ""true""",OPEN,10min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/typed/SdkAbstractTypedDispatchHandler.java,42,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/integration/ApprovalWorkflowIntegrationTest.java,201,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/stage/StoreStep.java,183,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/test/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/channel/DispatchChannelCircuitBreakerTest.java,80,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/spi/task/TaskCapabilityTest.java,23,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/rbac/support/ConsoleJwtService.java,245,java:S2589,"Remove this expression which always evaluates to ""true""",OPEN,10min
MAJOR,CODE_SMELL,batch-worker/core/src/test/java/io/github/pinpols/batch/worker/core/support/PipelineCompensationHookTest.java,276,java:S4144,"Update this method so that its implementation is not identical to ""getIfAvailable"" on line 271.",OPEN,15min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/typed/SdkTypedTaskHandler.java,72,java:S1172,"Remove this unused method parameter ""output"".",OPEN,5min
MAJOR,CODE_SMELL,batch-worker/export/src/test/java/io/github/pinpols/batch/worker/exports/sql/SqlTemplateExportSqlValidatorTest.java,69,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,BUG,batch-common/src/main/java/io/github/pinpols/batch/common/utils/CodeNormalizer.java,63,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,CODE_SMELL,batch-worker/export/src/main/java/io/github/pinpols/batch/worker/exports/stage/GenerateStep.java,397,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,VULNERABILITY,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/admin/AdminTestDataCleanupRepository.java,118,java:S2077,Make sure using a dynamically formatted SQL query is safe here.,OPEN,20min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/replay/BatchDayReplayServiceTest.java,187,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/controller/PipelineProgressInternalController.java,48,java:S6204,Replace this usage of 'Stream.collect(Collectors.toUnmodifiableList())' with 'Stream.toList()'.,OPEN,5min
MAJOR,CODE_SMELL,batch-common/src/test/java/io/github/pinpols/batch/common/storage/EncryptingObjectStoreTest.java,106,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/support/excel/ConsoleSingleSheetExcelImportSupport.java,386,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-worker/core/src/main/java/io/github/pinpols/batch/worker/core/infrastructure/ActiveTaskLeaseRegistry.java,130,java:S125,This block of commented-out lines of code should be removed.,OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/idempotent/SdkIdempotencyStore.java,64,java:S6213,Rename this method to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/application/service/dataquality/DataQualityCheckExecutor.java,107,java:S3358,Extract this nested ternary operation into an independent statement.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/engine/DefaultScheduleForwarderRetryBackoffTest.java,18,java:S5976,Replace these 3 tests with a single Parameterized one.,OPEN,10min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/main/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/channel/RemoteFilesystemDispatchSupport.java,381,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/preprocess/ImportPreprocessPipeline.java,254,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/test/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/DispatchFileContentResolverPathTest.java,63,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-common/src/main/java/io/github/pinpols/batch/common/persistence/mybatis/AuditFieldsInterceptor.java,163,java:S3011,This accessibility bypass should be removed.,OPEN,30min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/preprocess/ImportPreprocessPipeline.java,497,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'resolve' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/main/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/DispatchDeliveryMetrics.java,34,java:S3358,Extract this nested ternary operation into an independent statement.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/service/workflow/WorkflowRunPauseResumeTest.java,110,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/client/BatchPlatformClientConfigValidationTest.java,128,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/file/infrastructure/DefaultConsoleFileApplicationService.java,221,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in method 'hasText' declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-common/src/main/java/io/github/pinpols/batch/common/spi/task/BatchWorkerAtomicProperties.java,50,java:S1123,Add the missing @deprecated Javadoc tag.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/process/src/main/java/io/github/pinpols/batch/worker/processes/metrics/ProcessMetrics.java,102,java:S1172,"Remove this unused method parameter ""tenantId"".",OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/internal/ThrottledLoggerTest.java,28,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/scheduler/DefaultResourceScheduler.java,255,java:S3358,Extract this nested ternary operation into an independent statement.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/main/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/channel/DispatchChannelGateway.java,67,java:S2589,"Remove this expression which always evaluates to ""false""",OPEN,10min
MAJOR,CODE_SMELL,batch-orchestrator/src/test/java/io/github/pinpols/batch/orchestrator/application/plan/DefaultSchedulePlanBuilderTest.java,335,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/ConfigPackageExcelValidator.java,756,java:S1172,"Remove this unused method parameter ""tenantId"".",OPEN,5min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/dispatcher/KafkaConsumerCloseJoinTest.java,106,java:S2925,"Remove this use of ""Thread.sleep()"".",OPEN,20min
MAJOR,CODE_SMELL,sdk/java/core/src/test/java/io/github/pinpols/batch/sdk/idempotent/SdkIdempotentHandlerTest.java,264,java:S6213,Rename this variable to not match a restricted identifier.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/application/rbac/ConsoleTenantReadinessService.java,54,java:S125,This block of commented-out lines of code should be removed.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/domain/rbac/support/ConsoleTenantGuard.java,66,java:S1066,Merge this if statement with the enclosing one.,OPEN,5min
MAJOR,CODE_SMELL,batch-console-api/src/main/java/io/github/pinpols/batch/console/infrastructure/excel/AbstractSingleSheetExcelService.java,80,java:S1172,"Remove these unused method parameters ""row"", ""tenantId"".",OPEN,5min
MAJOR,BUG,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/service/LaunchParamResolver.java,94,java:S2583,"Change this condition so that it does not always evaluate to ""false""",OPEN,15min
MAJOR,CODE_SMELL,batch-common/src/main/java/io/github/pinpols/batch/common/utils/ConsoleTextSanitizer.java,92,java:S4449,"Annotate the parameter with @javax.annotation.Nullable in constructor declaration, or make sure that null can not be passed as argument.",OPEN,10min
MAJOR,CODE_SMELL,batch-orchestrator/src/main/java/io/github/pinpols/batch/orchestrator/infrastructure/mybatis/MapJsonbTypeHandler.java,67,java:S1168,Return an empty map instead of null.,OPEN,30min
MAJOR,CODE_SMELL,batch-console-api/src/test/java/io/github/pinpols/batch/console/domain/notification/web/AlertmanagerNotifyControllerTest.java,85,java:S5778,Refactor the code of the lambda to have only one invocation possibly throwing a runtime exception.,OPEN,5min
MAJOR,CODE_SMELL,batch-worker/import/src/main/java/io/github/pinpols/batch/worker/imports/stage/format/FormatParseRequest.java,61,java:S1181,Catch Exception instead of Error.,OPEN,20min
MAJOR,CODE_SMELL,sdk/java/core/src/main/java/io/github/pinpols/batch/sdk/handler/typed/SdkAbstractTypedExportHandler.java,48,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
MAJOR,CODE_SMELL,batch-worker/dispatch/src/main/java/io/github/pinpols/batch/worker/dispatchs/infrastructure/channel/SmtpEmailDispatchChannelAdapter.java,171,java:S112,Replace generic exceptions with specific library exceptions or a custom exception.,OPEN,20min
